Date,Time,Town / Village,Area,"Occupation
(Where Relevant)",Description
1997-07-27,00:30,Shelsley Beauchamp,Worcestershire,,One square shaped object. It had lots of lights. Fifty or possibly more. They were very bright. The object flashed on and off.
1997-07-28,19:25,Monkston/Milton Keynes,Buckinghamshire,,"A round disc, about the size of a fighter jet. Was travelling at 300mph at approx. 1000ft. The object had no wings and made no sound. Was moving South East."
1997-07-29,23:00,Box Hill/Tadworth,Surrey,,One weird shaped object. Like a circle with a rectangle on it and two prongs coming off the circle. Was white and very bright.
1997-07-29,01:45,Bradford,West Yorkshire,,"One object, shaped like a cottage loaf. It had a mass of red lights. One large one in the middle was pulsating. Sounded like a helicopter. Not fast, very steady."
1997-07-29,05:30,Holborn,London,,"An object. It had silver, red, green, yellow and mauve lights that were spinning and flashing. Very bright. It then suddenly vanished."
1997-07-29,13:15,Newton-le-Willows,Merseyside,,A straight line that was grey. It had no wings. It was moving Southwards.
1997-07-31,17:00,Keal Cotes,Lincolnshire,,A silver disc. It was very shiny. It came out of a corn field vertically and then disappeared.
1997-07-31,22:20,,Bressay Island/Scotland,,"A very bright light, that was round and had a flat bottom. It was stationary at first and then started to move slowly to the South."
1997-08-01,23:45,Chesterfield,Derbyshire,,"There were three lights, two were quite dim and the third was quite bright. The two dim lights moved off in another direction."
1997-08-01,12:00,Erdington/Birmingham,West Midlands,,"One object, the size of a small car. Looked like an upside down plate. Was white and very bright. Was stationary for a few minutes, then disappeared."
1997-08-01,22:24,Worcester,Worcestershire,,A UFO. Similar to a conventional aircraft. Travelling Northwards at huge speed.
1997-08-01,00:00,Daventry,Northamptonshire,,"A large, light object with lights on it. Was making an unusual sound. Something shot out of it, as the witness was looking at it. It hovered outside the bedroom window and"
1997-08-02,22:18,Twickenham,Middlesex,,"tThweon UshFoOt so.f fB. o th were white and were very dim. They were moving West, and making erratic movements."
1997-08-02,08:47,Rochester,Kent,,"A massive UFO. It broke up into two parts, that looked like fire balls. There was broken movement."
1997-08-02,00:00,Balham,London,,"A football shaped object. It had a very bright light. Left a trail behind it, as it skimmed across the sky. It then disappeared."
1997-08-02,23:20,Wootton Bassett,Wiltshire,,"One, round shaped object. It was white and bright. It was as bright as the moon, but with a halo too. It moved from East to West."
2007-08-02,22:30,Bracknell,Berkshire,,"Two saucer shaped objects, and both had a dome on top. Both were the width of a large dog. Illuminous green. They were flying around and chasing each other. Trees were"
1997-08-02,22:15,Hindhead,Surrey,,bFuorunrt cthirecu nlaerx/te mlipotircnainl gsh. aped objects. They were smaller than a normal aeroplane. They were white and very bright.
1997-08-03,,Swindon,Wiltshire,,"One object, that was cigar shaped with a bobble centrally above and below. It glowed white very brightly, with a constant light. Moved very fast vertically into the cloud."
1997-08-03,20:50,Bexley,Kent,,A huge UFO. Part of it came down in the woods near Bexley.
1997-08-04,21:30,Lancaster,Lancashire,,"Two independent bright, white lights. Both lights were moving fast and were heading North."
1997-08-04,22:30,Bampton,Oxfordshire,,"One rectangular shaped object. It had three bright lights, and a red light at the rear. It lifted straight up."
1997-08-05,20:00,North Weald,Essex,,"One object which was diamond shaped. Was black in colour with green edges. It was high in the sky, about 700ft, and moving at a very fast speed."
1997-08-05,21:23,Addlestone,Surrey,,There was a burning light going across the sky. It was like a fireball and vapourised after about 10-15 seconds.
1997-08-05,09:05,Deal,Kent,,A circular ball of white light. It was the brightness of a star. It was silent. It dropped down very fast and then blinked out.
1997-08-06,22:05,Bridgehall/Stockport,Cheshire,,"One large, very bright, white light. It was followed by a smaller white light. They were moving North East."
1997-08-06,22:05,Rochdale,Cheshire,,"One large bright light, which was then followed by a smaller light. It moved from the South West to East."
1997-08-06,22:10,Darnhill/Heywood,Lancashire,,"One large white light, followed by a smaller light. It came from a Westerly direction."
1997-08-06,21:50,Woking,Surrey,,One object shaped like a horizontal cylinder. It was aircraft size. Was white in colour and very bright. It was hovering.
1997-08-06,03:00,Hale,Greater Manchester,,"A very bright star. The star came towards the witness, lit up the whole area and then went back in the direction it had come from."
1997-08-06,,St Ives,Cornwall,,"A large, saucer shaped object. It was the size of a hot air balloon, with two pods on either side and a central bright light/firey glow."
1997-08-06,22:40,Glasgow,Lanarkshire,,A pair of stars appeared to be moving in an Easterly direction. They moved almost in a straight line.
1997-08-07,16:00,Whitby,North Yorkshire,,A circular object that was spinning and glinting. It was moving from East to West very fast.
1997-08-07,22:03,Northwich,Cheshire,,"One bright, white light in the sky."
1997-08-07,22:40,West Ewell,Surrey,,One object that was a greenish colour. It then turned red and was very bright. There was erratic movement. It moved very quickly backwards and forwards creating a 'W'
1997-08-08,23:30,Abergavenny,Monmouthshire,,"eOfnfeec ot.b ject, that was bigger than a car. It was white and very bright. It came down the road."
1997-08-08,23:30,Kingstown,London,,"Two objects, both the size of a saloon car. Both were very bright. They were bouncing about all over the sky."
1997-08-08,01:15,A69/Durham,Durham,,Two lights in the sky. They were yellow/orange in colour. They moved in various directions - straight lines and curved lines and definite turns.
1997-08-08,21:30,Ripon,North Yorkshire,,"A bright circular light. It was stationary for 40 minutes, and then it started to move slowly."
1997-08-09,14:00,Southsea/Portsmouth,Hampshire,,Twenty five to thirty small metallic objects. The objects were very high and moving very fast.
1997-08-09,21:50,Dorking,Surrey,,"One object. Yellow and red in colour. It was stationary and then made erratic movements. It was going backwards, up and down and kept changing speed."
1997-08-09,21:45,Leeds,West Yorkshire,,Three objects. They looked round. They were white and all as bright as a star. The objects moved from East to West and back to East again.
1997-08-09,21:32,Staines,Middlesex,,"One, star like shaped object. It had a bright, white light. Brighter than any star. The object moved to the right and then upwards."
1997-08-09,18:26,Solihull,West Midlands,,"Two objects, which were star shaped. Looked like a metal colour. They were drifting across the sky."
1997-08-09,21:25,Wilmslow,Cheshire,,"A bright light in the sky. It disappeared quickly, leaving a glow behind."
1997-08-09,18:00,Molesey nr Hampton Ct,Surrey,,One object. Was angular. It was moving Eastwards and was rising in the sky.
1997-08-09,23:00,Ashford,Middlesex,,Two fighter jet sized objects. Looked a bit like normal aircraft. They were pale and glowing pink. Were moving from West to East very fast.
1997-08-10,02:30,Taunton,Somerset,,"One bright yellow light. It looked similar to a street lamp. It rose and kept rising, until it disappeared into a black hole in the sky."
1997-08-11,20:15,Muswell Hill,London,,"There was a white dancing light, within some red and green lights, in a triangular shaped object. It was roughly stationary with some horizontal movement."
1997-08-11,22:00,Pembury,Kent,,"A luminous, triangular shaped object that was hovering in the sky. There were four other luminous objects flying near it. The first object, then disappeared."
1997-08-11,09:30,Culham/Abingdon,Oxfordshire,,"One object, white and very bright. Was about 10ft above the ground. It circled the witness twice and then disappeared."
1997-08-11,,Cardiff,Glamorgan,,"One shooting star. It zig-zagged across the sky, and then it disappeared."
1997-08-12,,Tunbridge Wells,Kent,,"An object, much bigger than a star. Looked like a large apple. It exploded and sparkled like a firework and then fizzled out."
1997-08-12,21:20,,,,"A white flash in the sky, repeating about every five minutes, about four times. It got brighter and then the last time, it looked like a very bright ball in the sky."
1997-08-12,22:20,Bletchley/Milton Keynes,Buckinghamshire,,"An object, the size of a golf ball was seen at 3-4000ft. It was very bright and yellow in colour. It moved over the witnesses house at high speed."
1997-08-12,00:45,Leicester,Leicestershire,,"One large, round object. Was white and very bright. It was moving from right to left and then back again, quickly. There was a low humming noise."
1997-08-12,01:00,Corsham,Wiltshire,,"A triangular shaped object. It had two red lights on the rear. On the front was a white light, but it didn't give off a beam of light. A second object joined it and they moved off at"
1997-08-12,21:00,Stourbridge,West Midlands,,fOabsjte scpt eloeodk. ed triangular and moved in a manner similar to a 'jelly fish'. It was moved in an Easterly direction.
1997-08-12,17:30,Cumbran nr Newport,Gwent,,"A small triangular shaped object. It had black wings, and was sausage shaped in the middle. It was moving very fast."
1997-08-13,19:45,Rutherglen/Glasgow,Lanarkshire,,"A black, disk shaped object. It was low in the sky and was pulsating. It was moving in a straight line and then climbed vertically."
1997-08-13,21:00,Oxford,Oxfordshire,,"One large, orange, saucer shaped object. It was very bright. The object was moving downwards in the sky."
1997-08-13,23:50,Marston/Oxford,Oxfordshire,,"One, round shaped object. It had red and white bits on it, that were glistening. Was very bright. It moved in a straight line, then landed at the witnesses feet."
1997-08-13,23:10,Feltham,Middlesex,,"A circular blue light contained within an object, the size of a double decker bus. It moved slowly without noise and then disappeared."
1997-08-14,22:00,Newington/Ramsgate,Kent,,"One object, as large as a B747. It was triangular/V-shaped. Was orange in colour. Brightness was brighter than aircraft navigation lights."
1997-08-14,21:00,Great Yarmouth,Norfolk,,"Four spherical objects, that were green on top and red and white at the bottom. Very bright. They made erratic movements and it was like an aerial ballet in the sky."
1997-08-14,00:00,Northampton,Northamptonshire,,"Three red, green and white flashing lights. They moved faster than a plane. They flew along, stopped and then carried on."
